url_length,num_dots,has_https,domain_age_days,num_special_chars,num_redirects,has_ip_address,urgent_words_count,num_links,label
87,9,0,20,5,3,1,6,3,1
16,2,1,1744,5,0,0,1,1,0
196,9,0,59,6,4,0,10,9,1
47,1,1,1527,1,0,0,0,5,0
74,6,0,85,10,2,1,6,15,1
34,3,1,1690,4,0,0,1,4,0
38,3,1,743,0,0,0,0,0,0
164,4,1,52,10,4,0,3,2,1
57,10,0,28,12,5,0,5,11,1
24,1,1,1076,1,0,0,1,0,0
145,9,0,9,7,3,0,7,6,1
129,4,0,12,12,2,0,9,15,1
39,3,1,1716,5,1,0,1,4,0
112,5,0,84,10,5,1,7,5,1
46,1,1,1403,1,0,0,0,0,0
166,3,0,79,8,4,1,7,9,1
20,2,1,1373,3,0,0,2,0,0
14,3,1,621,3,0,0,0,1,0
74,4,0,25,12,1,0,9,10,1
28,1,1,406,3,0,0,0,1,0
165,6,0,87,5,3,0,9,5,1
126,9,1,63,12,3,1,7,8,1
49,2,1,1017,0,0,0,1,2,0
22,1,1,1441,4,1,0,2,3,0
140,5,1,35,10,3,1,10,13,1
99,7,1,85,7,1,1,5,6,1
55,2,1,1146,0,1,0,0,2,0
90,5,0,82,14,4,0,5,9,1
199,7,1,8,8,5,1,10,9,1
26,3,1,270,1,1,0,0,1,0
70,3,1,77,10,5,1,10,3,1
22,3,1,378,5,1,0,0,0,0
49,3,1,1212,4,0,0,2,5,0
24,2,1,1983,3,0,0,2,3,0
34,1,1,1347,0,0,0,1,5,0
47,3,1,884,0,0,0,0,5,0
84,4,0,96,19,5,1,10,15,1
173,6,0,29,10,4,0,6,8,1
171,5,0,23,19,2,0,10,9,1
86,4,0,88,19,5,0,8,10,1
62,9,1,94,16,2,0,4,11,1
72,4,0,66,12,4,0,4,10,1
102,9,1,53,13,2,1,4,8,1
26,1,1,1929,2,0,0,1,4,0
193,7,1,23,11,1,1,9,12,1
101,5,0,62,10,3,0,4,5,1
47,3,1,1760,4,1,0,0,3,0
44,1,1,599,0,0,0,2,3,0
150,6,1,33,12,4,0,6,15,1
54,5,0,31,13,2,1,3,11,1
24,1,1,1218,4,0,0,1,1,0
137,9,0,34,15,4,1,9,14,1
50,2,1,1994,5,0,0,1,0,0
62,9,1,56,17,1,0,5,9,1
112,5,0,79,13,4,0,4,13,1
145,10,0,36,12,5,1,6,7,1
165,5,0,96,10,2,0,6,2,1
57,3,1,257,3,1,0,2,5,0
57,1,1,1290,1,0,0,0,1,0
29,3,1,1385,3,0,0,2,1,0
87,7,1,58,9,2,0,10,8,1
67,3,1,1,5,3,1,10,10,1
152,10,0,62,10,1,0,9,2,1
112,6,0,42,15,5,0,4,11,1
60,3,1,602,3,0,0,1,2,0
44,3,1,1798,3,1,0,1,3,0
164,6,0,35,16,2,0,7,9,1
119,5,1,36,5,2,1,10,13,1
28,2,1,1514,3,1,0,0,4,0
189,10,0,12,8,3,1,3,14,1
168,6,1,61,17,3,1,4,12,1
41,2,1,1282,0,0,0,1,3,0
40,1,1,1786,2,1,0,1,0,0
106,7,1,75,18,2,0,9,10,1
107,3,1,27,7,3,1,10,14,1
57,6,1,68,6,2,1,6,13,1
36,3,1,1260,3,0,0,1,2,0
69,6,0,83,18,5,0,6,8,1
96,9,0,12,11,5,0,8,15,1
48,3,1,1005,0,1,0,0,2,0
184,8,1,45,12,1,0,3,13,1
131,9,0,16,10,5,0,9,11,1
32,2,1,353,3,0,0,2,0,0
73,7,1,18,15,4,0,4,15,1
65,4,0,81,18,4,1,10,6,1
52,2,1,438,3,0,0,2,3,0
22,1,1,582,0,0,0,1,2,0
58,2,1,1852,3,0,0,1,1,0
33,3,1,917,5,0,0,1,5,0
18,2,1,1533,1,1,0,2,0,0
27,3,1,616,0,1,0,0,5,0
58,2,1,1512,5,1,0,2,3,0
18,2,1,1528,1,1,0,1,2,0
146,7,0,6,19,2,1,9,14,1
102,7,0,33,19,2,1,5,9,1
34,3,1,640,4,0,0,0,3,0
155,6,1,12,20,2,0,9,14,1
19,3,1,1214,4,1,0,2,4,0
60,1,1,1897,2,1,0,0,4,0
86,6,0,46,10,4,1,3,11,1
30,3,1,1518,1,1,0,2,2,0
36,3,1,1605,0,0,0,2,3,0
14,2,1,947,0,1,0,2,5,0
186,5,1,85,17,3,0,7,4,1
55,9,0,40,10,1,1,7,5,1
162,5,1,20,10,4,0,5,6,1
26,1,1,1125,1,1,0,0,4,0
104,6,1,21,7,2,1,5,9,1
40,1,1,1955,1,1,0,1,0,0
34,3,1,679,3,0,0,2,5,0
130,8,0,80,12,3,1,7,8,1
129,10,0,66,9,1,1,9,4,1
127,6,0,6,20,1,1,6,5,1
61,9,1,4,11,4,0,10,8,1
189,10,1,47,16,3,0,6,10,1
89,6,1,3,19,1,1,4,7,1
80,8,1,24,19,5,0,3,12,1
98,7,0,60,13,4,1,8,15,1
127,10,0,48,17,4,1,8,5,1
17,1,1,1062,2,0,0,2,0,0
171,8,1,59,11,1,0,10,15,1
14,1,1,935,0,0,0,0,3,0
20,1,1,350,3,1,0,2,3,0
34,2,1,1495,0,0,0,2,3,0
52,9,1,89,13,4,0,6,8,1
20,1,1,1110,5,1,0,0,0,0
12,3,1,626,3,1,0,1,5,0
17,1,1,804,2,0,0,1,0,0
27,2,1,576,2,0,0,0,1,0
134,6,1,20,20,3,1,7,9,1
16,1,1,1263,0,1,0,1,5,0
19,2,1,1296,2,1,0,1,3,0
37,1,1,649,4,0,0,0,0,0
182,7,1,46,9,3,1,10,6,1
136,6,0,2,10,2,1,10,8,1
135,5,1,36,10,4,1,4,7,1
59,1,1,1522,0,0,0,0,5,0
59,1,1,1372,3,0,0,0,2,0
99,5,0,12,18,2,1,5,2,1
38,1,1,1705,3,0,0,2,2,0
50,1,1,1679,4,1,0,2,5,0
121,10,0,69,8,5,1,10,11,1
43,3,1,1195,0,1,0,1,3,0
34,2,1,612,2,0,0,0,4,0
137,8,0,93,7,5,1,3,7,1
43,1,1,1644,2,1,0,0,1,0
16,2,1,1272,3,1,0,0,3,0
51,3,1,819,0,1,0,2,1,0
51,1,1,1714,1,0,0,1,1,0
44,2,1,1281,3,0,0,1,2,0
85,3,0,56,7,5,0,8,4,1
15,3,1,1978,4,1,0,1,4,0
44,3,1,874,5,0,0,1,4,0
47,3,1,1284,0,0,0,2,0,0
25,2,1,814,3,1,0,0,0,0
105,4,1,51,17,2,1,9,4,1
50,1,1,249,3,0,0,2,2,0
27,2,1,860,1,0,0,0,0,0
56,3,1,1252,0,0,0,2,1,0
39,3,1,520,4,1,0,1,3,0
174,9,1,56,9,3,0,8,11,1
79,8,1,81,19,4,0,9,14,1
188,10,1,89,17,3,0,4,9,1
187,7,0,38,13,5,0,10,2,1
163,3,1,33,17,5,0,6,6,1
45,3,1,1557,5,1,0,2,1,0
181,4,0,38,16,2,1,8,10,1
29,2,1,962,3,1,0,1,4,0
125,9,0,6,15,4,0,3,14,1
37,2,1,1087,3,1,0,0,2,0
47,3,1,1463,2,1,0,2,4,0
88,5,0,75,5,4,0,9,4,1
162,8,1,56,8,1,0,5,2,1
40,2,1,1293,0,0,0,0,0,0
60,8,0,41,7,2,1,4,8,1
55,9,1,42,20,2,1,10,14,1
175,3,1,31,7,5,0,3,5,1
55,2,1,1498,2,1,0,2,2,0
24,3,1,525,5,0,0,0,5,0
162,6,1,98,8,4,0,4,14,1
102,5,0,3,20,3,1,4,5,1
111,9,0,43,6,4,1,5,7,1
165,5,0,62,16,2,1,7,11,1
145,3,0,10,13,4,1,10,7,1
38,3,1,1898,0,0,0,0,0,0
13,2,1,1981,2,1,0,2,4,0
55,10,0,39,17,5,1,5,2,1
48,1,1,697,2,0,0,2,0,0
49,2,1,1935,2,1,0,2,1,0
23,2,1,302,2,0,0,1,1,0
59,2,1,586,5,1,0,1,0,0
52,2,1,205,3,1,0,2,2,0
109,5,1,29,15,3,0,7,3,1
102,3,1,73,12,4,0,4,9,1
32,3,1,426,4,0,0,1,5,0
33,1,1,1305,2,0,0,1,5,0
33,2,1,287,3,0,0,1,5,0
182,5,1,55,8,4,1,4,10,1
15,2,1,1527,1,1,0,2,5,0
160,4,1,75,6,3,0,9,10,1
56,1,1,594,4,1,0,2,5,0
54,6,0,13,19,4,1,9,4,1
26,3,1,1305,0,1,0,0,0,0
85,7,0,25,17,5,0,8,3,1
156,8,1,15,14,2,0,6,7,1
26,3,1,1365,1,1,0,0,5,0
40,1,1,401,0,1,0,2,2,0
158,6,1,12,10,2,0,9,6,1
18,2,1,1145,4,1,0,2,0,0
10,2,1,1295,5,1,0,0,2,0
185,9,1,58,20,5,1,5,12,1
99,7,0,17,6,4,0,6,11,1
68,6,1,5,7,3,0,3,2,1
90,6,0,3,11,5,1,7,5,1
142,3,0,42,10,4,1,7,7,1
200,8,1,89,7,4,0,6,6,1
154,9,0,2,7,4,0,9,11,1
86,6,1,66,19,1,1,7,13,1
29,1,1,279,1,1,0,1,5,0
12,1,1,384,3,0,0,1,4,0
136,7,0,73,19,4,1,7,14,1
76,7,0,27,9,2,0,6,13,1
58,1,1,1538,2,0,0,2,4,0
88,9,0,29,9,4,0,6,13,1
15,1,1,1347,5,1,0,0,4,0
54,7,0,9,12,2,1,6,15,1
12,1,1,605,2,0,0,0,1,0
44,3,1,553,4,0,0,0,3,0
104,4,1,81,14,2,0,4,2,1
158,5,0,98,15,4,1,8,2,1
56,1,1,1750,3,0,0,2,4,0
51,1,1,1798,3,1,0,1,5,0
27,2,1,676,2,1,0,2,2,0
34,3,1,442,5,0,0,0,3,0
13,1,1,835,5,0,0,2,0,0
44,3,1,276,2,0,0,2,4,0
14,1,1,1259,1,1,0,1,2,0
30,3,1,594,1,0,0,1,3,0
77,3,0,40,6,4,1,7,15,1
25,2,1,794,0,1,0,1,2,0
198,7,1,11,8,3,0,8,13,1
68,9,1,50,9,3,1,3,9,1
32,3,1,1786,4,1,0,2,0,0
28,3,1,696,5,1,0,2,5,0
53,1,1,1973,0,0,0,2,3,0
181,9,1,67,8,5,0,3,3,1
49,2,1,226,1,1,0,1,5,0
59,1,1,885,2,1,0,1,1,0
124,8,1,54,6,1,0,6,14,1
67,10,0,14,8,2,0,10,10,1
22,1,1,1058,2,1,0,2,0,0
37,2,1,758,3,0,0,2,4,0
64,3,1,11,10,2,1,9,2,1
52,5,0,92,17,2,0,8,5,1
196,10,1,74,18,1,0,10,6,1
39,1,1,1883,1,0,0,1,0,0
17,2,1,1374,3,1,0,1,2,0
129,6,1,52,7,1,0,5,11,1
121,4,1,53,7,3,1,5,3,1
56,1,1,539,0,0,0,1,0,0
59,3,1,63,17,5,1,9,2,1
179,4,0,72,10,2,1,8,10,1
40,1,1,967,4,1,0,2,2,0
34,2,1,1619,4,1,0,2,4,0
63,8,1,22,8,5,0,4,8,1
31,3,1,1466,5,0,0,2,2,0
155,6,0,14,19,1,0,9,3,1
166,9,1,44,6,5,1,5,9,1
47,2,1,951,5,0,0,1,5,0
84,3,1,8,9,5,1,3,12,1
23,2,1,536,2,0,0,1,0,0
40,2,1,1936,5,1,0,2,1,0
16,3,1,545,4,0,0,2,0,0
56,2,1,518,3,1,0,2,2,0
102,4,0,76,11,5,0,6,5,1
144,6,1,7,13,3,1,8,15,1
55,5,0,42,5,5,0,9,6,1
75,6,1,58,17,2,1,8,8,1
87,5,0,96,16,4,0,5,3,1
27,1,1,1060,0,0,0,1,5,0
120,9,0,29,18,5,1,4,14,1
43,2,1,739,4,1,0,1,1,0
91,4,1,11,18,1,1,8,5,1
74,5,1,24,5,1,1,5,2,1
36,2,1,1984,5,1,0,2,3,0
143,10,1,95,19,5,0,7,4,1
68,5,0,58,8,4,0,10,9,1
24,3,1,639,1,0,0,0,5,0
25,3,1,1432,3,0,0,2,0,0
53,10,0,55,12,5,0,7,8,1
88,3,1,71,11,3,0,5,9,1
176,6,1,87,14,3,1,3,4,1
191,5,0,5,7,3,0,10,6,1
107,10,1,68,11,3,0,9,15,1
119,8,1,34,12,4,1,3,8,1
17,1,1,289,5,1,0,1,1,0
62,3,0,95,19,1,1,9,14,1
30,2,1,1875,3,0,0,1,5,0
56,1,1,802,4,1,0,1,3,0
168,5,1,55,18,3,1,5,15,1
110,6,0,17,17,1,0,5,5,1
55,1,1,1229,2,1,0,2,4,0
52,1,1,1723,5,0,0,1,4,0
53,1,1,331,2,0,0,0,2,0
19,3,1,991,5,0,0,2,0,0
141,10,1,64,9,4,0,4,6,1
195,3,0,33,18,4,0,6,9,1
28,3,1,925,2,1,0,2,3,0
22,2,1,1245,0,1,0,0,0,0
114,7,0,68,14,2,0,5,10,1
115,6,0,69,9,5,0,9,3,1
123,6,1,58,19,5,1,7,15,1
17,3,1,569,0,1,0,0,0,0
198,10,1,74,17,3,0,7,4,1
136,4,1,49,14,2,1,9,11,1
29,1,1,697,0,1,0,0,3,0
162,3,1,83,11,1,1,9,7,1
65,5,0,69,19,3,1,8,3,1
55,3,1,1393,2,1,0,1,1,0
134,6,1,72,10,1,0,5,6,1
183,3,0,16,16,5,0,6,10,1
101,7,1,45,9,2,0,10,15,1
145,9,1,78,5,4,1,8,8,1
196,3,0,79,6,1,0,9,15,1
13,2,1,1273,0,0,0,0,5,0
30,2,1,758,3,0,0,0,0,0
161,7,1,55,17,4,1,7,7,1
54,2,1,1899,2,1,0,1,0,0
150,6,1,95,6,4,0,3,5,1
180,3,1,39,12,1,0,7,11,1
173,4,0,34,11,3,1,3,2,1
163,5,0,90,18,3,0,9,13,1
29,2,1,250,1,0,0,0,2,0
122,7,0,23,12,1,1,10,3,1
145,9,0,43,8,3,1,6,6,1
165,7,1,28,18,5,0,10,2,1
50,10,1,14,5,4,1,8,9,1
18,2,1,636,4,0,0,2,4,0
62,8,0,42,9,4,1,7,8,1
36,3,1,1105,4,0,0,0,1,0
30,3,1,582,3,1,0,1,4,0
37,1,1,1378,5,1,0,0,4,0
61,8,1,53,6,1,0,5,15,1
46,3,1,208,2,0,0,1,5,0
19,3,1,639,5,0,0,0,2,0
13,3,1,1721,1,0,0,0,1,0
26,3,1,229,4,1,0,2,3,0
15,3,1,1243,1,0,0,2,3,0
123,10,0,47,12,2,0,9,4,1
97,6,1,92,20,4,0,9,9,1
182,4,1,94,11,5,0,7,14,1
78,7,1,23,13,2,1,10,9,1
144,5,0,91,11,5,0,4,12,1
141,4,0,92,8,4,0,4,13,1
166,10,0,8,18,1,0,9,15,1
52,1,1,1141,2,0,0,0,4,0
28,2,1,1317,1,0,0,2,2,0
46,3,1,1902,3,0,0,1,3,0
137,3,1,27,10,1,1,5,9,1
69,6,0,16,17,2,1,6,3,1
55,3,1,1834,0,0,0,0,0,0
20,1,1,1005,1,1,0,0,5,0
144,4,0,7,18,4,1,5,14,1
35,3,1,1499,5,0,0,0,3,0
185,10,0,64,18,2,0,10,9,1
104,7,1,28,20,3,0,9,15,1
37,3,1,1694,5,1,0,1,0,0
108,5,1,68,16,3,1,10,3,1
158,6,0,24,20,5,1,5,3,1
16,3,1,321,2,0,0,2,4,0
51,5,1,50,11,2,0,5,7,1
150,8,0,12,7,2,0,3,5,1
180,7,0,78,6,1,0,3,8,1
141,8,1,39,18,5,0,5,9,1
106,10,1,76,5,1,0,5,2,1
55,7,0,3,8,4,0,4,3,1
125,8,0,60,8,2,1,9,3,1
32,3,1,745,1,0,0,2,0,0
23,1,1,264,0,1,0,0,0,0
11,3,1,682,2,1,0,0,3,0
46,1,1,1294,5,1,0,1,1,0
98,8,1,65,13,3,0,9,8,1
183,3,0,30,16,4,0,6,10,1
112,9,0,64,19,2,1,6,2,1
33,2,1,771,4,0,0,0,3,0
120,7,0,32,14,3,1,4,7,1
93,6,1,33,7,3,0,6,14,1
55,3,1,846,1,1,0,0,3,0
31,3,1,479,1,0,0,1,2,0
81,9,1,44,20,4,0,10,12,1
53,1,1,1359,2,1,0,2,5,0
26,2,1,1035,1,1,0,2,3,0
172,10,0,85,11,1,0,8,15,1
15,3,1,1666,0,1,0,2,4,0
126,8,0,49,20,5,1,4,14,1
67,8,0,40,9,1,1,10,9,1
36,1,1,1419,1,1,0,0,1,0
46,3,1,1284,1,0,0,1,2,0
67,10,1,35,13,1,0,7,7,1
149,7,1,69,7,4,0,10,12,1
195,4,0,4,19,2,0,6,5,1
41,3,1,1916,3,1,0,0,1,0
59,1,1,1081,4,1,0,2,1,0
160,3,1,27,17,3,1,8,8,1
35,3,1,1501,1,1,0,2,3,0
98,7,1,49,19,2,1,10,9,1
39,3,1,1661,0,0,0,1,3,0
59,1,1,861,4,1,0,1,1,0
57,3,1,460,3,1,0,0,1,0
197,5,0,60,18,2,0,8,3,1
46,2,1,1740,4,1,0,0,4,0
181,4,1,46,15,4,0,7,8,1
129,8,1,2,11,1,0,4,2,1
58,4,1,2,20,1,0,3,5,1
110,4,0,18,13,2,0,8,11,1
57,2,1,531,4,1,0,2,1,0
45,2,1,219,2,1,0,2,0,0
13,3,1,466,2,1,0,1,1,0
81,7,0,74,20,5,0,4,8,1
54,9,1,74,15,2,0,7,8,1
113,4,1,69,17,4,1,7,9,1
59,1,1,467,2,1,0,0,0,0
55,2,1,632,4,1,0,0,1,0
79,9,0,12,19,5,0,5,14,1
38,1,1,408,2,1,0,2,5,0
118,10,1,68,11,3,1,7,14,1
113,8,1,30,18,5,1,6,7,1
181,7,1,94,16,1,1,7,3,1
173,4,0,53,6,2,1,7,9,1
138,6,0,96,19,4,1,9,10,1
126,6,1,87,5,5,0,3,4,1
34,2,1,1422,5,1,0,0,5,0
153,9,0,43,20,2,0,9,3,1
14,1,1,230,0,1,0,1,5,0
49,3,1,995,0,1,0,1,0,0
130,5,1,33,13,2,0,10,6,1
161,9,0,64,17,5,1,7,8,1
42,2,1,1918,2,1,0,0,2,0
135,7,0,39,13,2,0,6,9,1
188,7,0,94,20,3,1,8,14,1
51,1,1,461,1,0,0,2,4,0
151,5,0,14,7,5,0,8,13,1
161,3,1,65,20,3,0,9,14,1
35,1,1,492,5,1,0,0,5,0
45,2,1,608,2,1,0,2,1,0
75,3,0,82,8,4,1,7,6,1
122,6,1,9,19,1,0,8,6,1
60,4,0,78,6,2,0,10,9,1
53,3,1,1560,2,0,0,0,0,0
19,2,1,1136,2,1,0,1,4,0
41,1,1,1239,2,1,0,2,0,0
17,3,1,446,4,0,0,2,2,0
56,10,1,54,16,4,1,5,4,1
26,2,1,506,2,1,0,0,4,0
166,5,0,40,12,3,1,6,6,1
80,4,0,82,6,5,1,7,7,1
54,3,1,1559,3,0,0,2,3,0
105,9,1,65,11,4,1,7,5,1
197,5,1,11,14,5,1,9,13,1
57,2,1,606,3,0,0,1,1,0
56,1,1,1506,3,1,0,1,2,0
36,3,1,1651,5,0,0,0,2,0
120,6,0,48,19,5,1,5,11,1
171,7,0,100,15,4,1,8,7,1
160,10,1,11,17,4,1,10,2,1
22,1,1,580,0,1,0,0,1,0
129,10,1,40,5,3,1,7,10,1
180,6,1,10,18,5,1,4,5,1
172,3,1,43,14,3,0,9,14,1
111,9,1,100,19,5,1,8,2,1
36,1,1,1968,2,1,0,1,0,0
41,1,1,1490,2,1,0,2,3,0
44,3,1,1798,3,1,0,1,5,0
13,1,1,1294,3,0,0,1,2,0
126,4,0,91,13,3,1,10,12,1
100,4,1,11,9,2,1,6,3,1
33,1,1,861,1,1,0,1,4,0
41,2,1,817,2,0,0,2,5,0
45,2,1,1791,3,0,0,2,2,0
118,7,0,6,13,1,1,5,12,1
160,6,1,61,6,3,0,9,2,1
103,6,0,6,18,4,1,3,2,1
33,2,1,338,5,1,0,1,5,0
32,2,1,1151,1,0,0,0,3,0
115,7,0,35,18,5,0,4,9,1
132,5,0,10,16,2,1,5,3,1
16,3,1,1679,4,1,0,0,0,0
46,2,1,1147,3,1,0,2,1,0
108,7,0,67,11,1,0,10,2,1
133,8,1,46,12,4,1,9,8,1
30,1,1,1177,1,1,0,2,2,0
33,2,1,325,2,1,0,1,1,0
182,4,0,15,8,3,1,3,4,1
196,5,0,33,14,1,1,6,10,1
48,1,1,1690,1,0,0,2,0,0
17,1,1,1578,1,1,0,1,4,0
47,3,1,970,1,1,0,1,1,0
60,6,0,96,8,3,1,6,9,1
115,8,1,44,10,3,0,8,15,1
28,2,1,532,3,0,0,1,3,0
177,10,1,50,18,4,1,10,8,1
144,4,0,26,6,5,0,4,8,1
191,6,0,31,16,3,0,9,7,1
51,1,1,777,3,0,0,2,1,0
51,2,1,878,1,1,0,2,1,0
73,3,1,78,7,4,1,4,7,1
10,2,1,269,5,1,0,1,2,0
18,3,1,1259,2,1,0,0,1,0
35,3,1,1621,4,0,0,2,5,0
32,2,1,1608,4,0,0,0,4,0
173,4,0,81,16,5,0,8,5,1
132,4,0,33,9,4,0,10,12,1
32,3,1,1031,4,1,0,2,3,0
46,1,1,1519,3,1,0,1,2,0
40,2,1,1824,4,0,0,0,4,0
51,3,1,962,4,0,0,0,5,0
181,6,1,86,11,2,1,10,4,1
47,3,1,912,3,1,0,2,5,0
59,9,0,76,14,2,1,3,2,1
42,1,1,1231,3,0,0,2,0,0
23,2,1,1466,4,0,0,2,1,0
56,3,1,1685,4,1,0,2,5,0
34,1,1,1696,1,1,0,0,3,0
11,2,1,1478,5,1,0,0,4,0
135,10,1,19,5,5,0,7,12,1
142,8,1,71,7,5,0,5,8,1
25,3,1,1035,3,0,0,1,2,0
153,3,1,61,11,3,0,6,12,1
19,2,1,1081,3,1,0,1,5,0
15,3,1,1290,1,1,0,1,0,0
15,2,1,1153,1,0,0,2,1,0
46,2,1,1343,0,0,0,2,2,0
41,2,1,483,3,0,0,0,2,0
17,2,1,1808,5,1,0,2,2,0
36,3,1,1496,5,1,0,2,0,0
47,3,1,1706,5,1,0,0,0,0
40,3,1,491,1,0,0,0,3,0
118,8,1,21,5,1,0,8,11,1
53,2,1,1676,2,0,0,1,1,0
76,7,1,24,17,5,1,5,15,1
155,6,1,15,15,3,1,4,3,1
71,5,0,86,12,5,1,4,10,1
163,8,1,15,13,2,1,9,3,1
68,3,1,44,17,4,1,4,14,1
28,3,1,1486,1,1,0,2,3,0
193,4,0,87,12,2,0,3,11,1
43,3,1,1476,1,0,0,2,4,0
150,4,0,30,19,3,1,6,10,1
32,1,1,1496,2,0,0,0,3,0
144,5,1,57,10,5,0,9,6,1
33,3,1,1395,3,0,0,1,0,0
23,2,1,231,1,1,0,0,2,0
59,3,1,1983,1,1,0,0,4,0
43,1,1,1027,5,1,0,2,5,0
155,3,1,64,9,2,1,4,4,1
81,8,0,8,11,4,1,8,5,1
134,8,0,62,8,3,1,6,7,1
196,5,1,67,5,1,1,7,13,1
94,5,0,60,14,5,1,7,7,1
38,2,1,783,1,0,0,0,1,0
42,3,1,366,2,0,0,0,2,0
186,3,1,8,10,4,1,3,3,1
66,9,1,40,20,5,0,9,10,1
34,3,1,1487,0,1,0,0,0,0
162,6,0,66,17,5,0,5,14,1
55,2,1,1510,4,1,0,1,4,0
42,1,1,762,0,1,0,2,1,0
156,5,1,28,17,2,1,8,7,1
50,1,1,1892,1,0,0,0,0,0
31,2,1,1185,4,1,0,2,3,0
115,9,1,59,9,2,1,8,5,1
38,1,1,230,3,0,0,0,3,0
185,10,1,54,5,4,0,7,12,1
46,3,1,362,2,1,0,2,5,0
155,10,0,24,10,4,0,3,3,1
58,3,1,1716,5,1,0,2,5,0
184,4,0,52,7,5,1,8,2,1
174,8,0,8,6,3,1,8,2,1
68,9,1,58,15,2,0,9,9,1
12,1,1,730,1,1,0,0,3,0
60,2,1,1719,2,0,0,1,4,0
13,1,1,1830,3,1,0,1,0,0
28,1,1,596,1,1,0,0,4,0
168,7,1,63,13,1,1,3,8,1
159,4,0,28,14,4,1,6,13,1
26,1,1,999,3,1,0,0,5,0
60,1,1,1273,0,1,0,1,1,0
99,7,1,74,9,1,0,3,3,1
74,5,1,64,14,1,1,6,13,1
66,10,1,94,7,5,1,3,14,1
57,3,1,1076,3,1,0,1,0,0
49,3,1,1453,1,1,0,1,4,0
65,8,1,80,12,2,1,5,10,1
163,5,0,46,17,5,0,9,11,1
80,5,1,50,17,3,1,5,9,1
59,3,1,1787,2,0,0,1,4,0
16,1,1,911,1,1,0,1,3,0
50,2,1,1032,1,1,0,1,2,0
84,5,0,23,7,5,0,7,13,1
60,2,1,951,5,0,0,1,4,0
17,2,1,633,5,0,0,2,1,0
28,1,1,264,2,0,0,0,5,0
58,1,1,1830,0,1,0,2,2,0
64,6,1,39,12,5,0,3,7,1
84,10,1,28,13,2,0,5,15,1
189,4,1,69,10,1,1,7,10,1
61,8,1,80,14,2,1,3,14,1
46,2,1,1986,0,0,0,0,1,0
26,3,1,1545,1,1,0,1,3,0
30,2,1,963,5,1,0,1,3,0
113,4,1,15,9,5,0,8,12,1
49,2,1,1364,0,1,0,1,3,0
141,10,1,53,13,4,0,10,2,1
132,3,0,47,8,2,0,4,5,1
165,4,0,56,11,3,1,5,5,1
41,1,1,276,5,1,0,1,2,0
49,1,1,891,2,1,0,2,3,0
109,4,1,75,15,5,1,10,6,1
99,7,0,67,20,5,1,6,12,1
188,7,1,27,7,2,0,10,15,1
46,1,1,1734,3,0,0,0,4,0
92,10,0,14,13,5,0,7,7,1
10,2,1,364,3,0,0,2,2,0
165,10,0,33,5,4,1,3,9,1
175,3,0,27,6,1,0,4,6,1
184,9,1,66,7,1,1,9,13,1
46,2,1,1938,5,1,0,1,5,0
103,5,1,92,13,3,1,5,15,1
47,1,1,1394,5,1,0,1,0,0
139,7,1,76,14,1,1,10,13,1
163,6,1,61,20,3,0,8,3,1
110,7,0,41,14,3,0,7,6,1
44,2,1,1165,2,1,0,1,4,0
88,8,0,5,18,5,1,6,7,1
180,7,1,5,11,1,1,5,2,1
143,8,0,100,10,5,1,7,13,1
21,1,1,1380,2,1,0,0,4,0
52,2,1,264,2,0,0,2,2,0
137,10,1,66,14,4,0,7,8,1
29,3,1,1200,4,1,0,1,4,0
130,8,1,6,9,3,1,8,4,1
42,1,1,613,1,1,0,2,3,0
52,3,1,1817,5,1,0,2,3,0
58,3,1,528,3,1,0,1,5,0
96,8,1,12,20,1,0,6,14,1
68,7,0,36,20,2,0,5,2,1
35,3,1,1889,5,0,0,1,5,0
38,1,1,1910,5,0,0,1,0,0
57,7,0,81,6,1,0,6,8,1
153,10,1,96,12,1,0,3,5,1
150,8,0,69,16,5,1,9,7,1
41,1,1,416,4,0,0,0,0,0
170,4,0,21,15,4,1,5,7,1
131,8,0,27,19,2,1,7,5,1
198,7,0,17,5,5,0,6,4,1
22,1,1,1693,0,0,0,0,1,0
177,3,0,38,17,5,0,10,4,1
91,9,1,97,16,1,0,9,9,1
77,7,1,59,15,2,1,3,3,1
42,2,1,914,3,0,0,1,1,0
43,1,1,1796,1,0,0,0,0,0
63,10,0,33,15,3,0,5,14,1
50,1,1,899,0,1,0,2,0,0
44,2,1,704,0,0,0,2,5,0
20,1,1,411,2,1,0,0,0,0
168,3,1,91,6,5,0,9,8,1
183,3,0,53,6,2,1,4,14,1
134,4,1,65,5,1,0,9,14,1
12,1,1,585,5,1,0,0,1,0
133,7,0,25,6,5,0,4,5,1
27,1,1,1708,3,1,0,2,4,0
49,2,1,774,4,1,0,1,4,0
49,3,1,323,5,0,0,2,3,0
51,2,1,1985,3,1,0,2,5,0
198,5,0,30,6,3,0,10,12,1
52,1,1,1406,3,1,0,1,3,0
174,9,1,41,19,4,1,5,11,1
93,4,1,21,14,4,0,6,4,1
51,8,1,55,10,3,0,8,5,1
11,3,1,690,2,0,0,2,3,0
16,2,1,1125,2,1,0,0,4,0
25,2,1,1788,0,0,0,1,1,0
118,4,1,32,15,2,1,8,4,1
16,3,1,243,1,1,0,1,1,0
159,4,0,65,16,1,1,3,14,1
87,6,1,43,7,1,0,9,12,1
97,8,0,71,8,3,0,8,6,1
